,ccaa_iso,fecha,casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida,ccaa_nombre,ocio,compra,parques,transporte,trabajo,residencial,reuniones,host_int,host_ext,aforo_comercial,ocio_nocturno,Pob,Sup,Densidad
2428,ES-NC,2020-06-06,1,1,0,0,0,Comunidad Foral de Navarra,-39.0,-7.0,-3.0,-51.0,-10.0,8.0,15,0.5,0.75,0.4,0.0,654214.0,9801.01,66.74965131144647
2429,ES-PV,2020-06-06,10,8,0,0,2,País Vasco,-40.0,-8.0,4.0,-28.0,-15.0,8.0,15,0.5,0.75,0.4,0.0,2207776.0,7091.91,311.30908316659406
2430,ES-RI,2020-06-06,2,2,0,0,0,La Rioja,-48.0,-16.0,-26.0,-53.0,-12.0,7.0,15,0.5,0.75,0.4,0.0,316798.0,5027.69,63.0106470367107
2431,ES-VC,2020-06-06,8,8,0,0,0,Comunitat Valenciana,-37.0,-16.0,17.0,-39.0,-11.0,5.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2432,ES-AN,2020-06-07,2,2,0,0,0,Andalucía,-47.0,-25.0,-23.0,-49.0,-8.0,5.0,15,0.5,0.75,0.4,0.0,8414240.0,87588.45,96.06563422460381
2433,ES-AR,2020-06-07,5,5,0,0,0,Aragón,-49.0,-22.0,-17.0,-51.0,-16.0,6.0,15,0.5,0.75,0.4,0.0,1319291.0,47698.07,27.6592113685103
2434,ES-AS,2020-06-07,1,1,0,0,0,Principado de Asturias,-43.0,-7.5,-14.0,-50.0,-10.0,7.0,15,0.5,0.75,0.4,0.0,1022800.0,10597.42,96.51405719505314
2435,ES-CB,2020-06-07,3,3,0,0,0,Cantabria,-46.0,-21.0,-24.0,-46.0,-13.0,8.0,15,0.5,0.75,0.4,0.0,581078.0,5261.12,110.44758530503012
2436,ES-CE,2020-06-07,0,0,0,0,0,Ceuta,-60.0,-17.0,-33.0,-46.87755102040816,-21.0,11.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2437,ES-CL,2020-06-07,13,13,0,0,0,Castilla y León,-60.0,-30.0,-25.0,-56.0,-19.0,8.0,10,0.4,0.5,0.3,0.0,2399548.0,93874.95,25.561110818168213
2438,ES-CM,2020-06-07,12,12,0,0,0,Castilla - La Mancha,-49.0,-21.0,-14.0,-53.0,-9.0,7.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2439,ES-CN,2020-06-07,1,1,0,0,0,Canarias,-55.0,-34.0,-15.0,-56.0,-28.0,6.0,15,0.5,0.75,0.4,0.0,2153389.0,7445.1,289.2357389423916
2440,ES-CT,2020-06-07,54,51,0,2,1,Cataluña,-64.0,-33.0,-44.0,-53.0,-20.0,12.0,10,0.4,0.5,0.3,0.0,7675217.0,32109.05,239.0359415803333
2441,ES-EX,2020-06-07,4,1,3,0,0,Extremadura,-44.0,-4.0,-15.0,-38.0,-6.0,5.0,15,0.5,0.75,0.4,0.0,1067710.0,41635.33,25.64432658513815
2442,ES-GA,2020-06-07,2,1,0,0,1,Galicia,-42.0,-18.0,13.0,-41.0,-6.0,4.0,15,0.5,0.75,0.4,0.0,2699499.0,29576.44,91.27193806962569
2443,ES-IB,2020-06-07,3,3,0,0,0,Illes Balears,-38.0,-3.0,-5.0,-57.0,-3.0,5.0,15,0.5,0.75,0.4,0.0,1149460.0,4991.71,230.2737939503697
2444,ES-MC,2020-06-07,0,0,0,0,0,Murcia,-42.0,-10.0,3.0,-31.0,-3.0,4.0,15,0.5,0.75,0.4,0.0,1493898.0,11313.87,132.04129091106756
2445,ES-MD,2020-06-07,40,40,0,0,0,Comunidad de Madrid,-63.0,-25.0,-15.0,-52.0,-20.0,11.0,10,0.4,0.5,0.3,0.0,6663394.0,8021.6,830.6814101924803
2446,ES-ML,2020-06-07,0,0,0,0,0,Melilla,-34.0,-13.0,-6.0,-71.0,-6.0,11.0,15,0.5,0.75,0.4,0.0,86487.0,14.24,6073.525280898876
2447,ES-NC,2020-06-07,2,2,0,0,0,Comunidad Foral de Navarra,-44.0,-15.0,-26.0,-57.0,-9.0,8.0,15,0.5,0.75,0.4,0.0,654214.0,9801.01,66.74965131144647
2448,ES-PV,2020-06-07,20,12,0,0,8,País Vasco,-43.0,-2.0,-18.0,-35.0,-15.0,10.0,15,0.5,0.75,0.4,0.0,2207776.0,7091.91,311.30908316659406
2449,ES-RI,2020-06-07,1,1,0,0,0,La Rioja,-46.0,-16.0,-30.0,-54.0,-12.0,8.0,15,0.5,0.75,0.4,0.0,316798.0,5027.69,63.0106470367107
2450,ES-VC,2020-06-07,7,7,0,0,0,Comunitat Valenciana,-50.0,-37.0,-24.0,-52.0,-7.0,5.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2451,ES-AN,2020-06-08,6,6,0,0,0,Andalucía,-25.0,-13.0,-6.0,-37.0,-33.0,9.0,20,0.5,0.75,0.5,0.0,8414240.0,87588.45,96.06563422460381
2452,ES-AR,2020-06-08,6,6,0,0,0,Aragón,-23.0,-4.0,30.0,-28.0,-32.0,9.0,20,0.5,0.75,0.5,0.0,1319291.0,47698.07,27.6592113685103
2453,ES-AS,2020-06-08,0,0,0,0,0,Principado de Asturias,-23.0,-6.0,5.0,-42.0,-30.0,9.0,20,0.5,0.75,0.5,0.0,1022800.0,10597.42,96.51405719505314
2454,ES-CB,2020-06-08,1,1,0,0,0,Cantabria,-25.0,-11.0,2.0,-36.0,-32.0,11.0,20,0.5,0.75,0.5,0.0,581078.0,5261.12,110.44758530503012
2455,ES-CE,2020-06-08,0,0,0,0,0,Ceuta,-39.0,-15.0,-8.0,-46.20408163265306,-33.0,10.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2456,ES-CL,2020-06-08,35,35,0,0,0,Castilla y León,-33.0,-9.0,18.0,-36.0,-32.0,9.0,15,0.5,0.75,0.4,0.0,2399548.0,93874.95,25.561110818168213
2457,ES-CM,2020-06-08,28,28,0,0,0,Castilla - La Mancha,-30.0,-10.0,2.0,-40.0,-31.0,10.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2458,ES-CN,2020-06-08,2,2,0,0,0,Canarias,-39.0,-22.0,-30.0,-45.0,-38.0,11.0,20,0.5,0.75,0.5,0.0,2153389.0,7445.1,289.2357389423916
2459,ES-CT,2020-06-08,110,95,0,15,0,Cataluña,-31.0,-12.0,-8.0,-40.0,-41.0,16.0,15,0.5,0.75,0.4,0.0,7675217.0,32109.05,239.0359415803333
2460,ES-EX,2020-06-08,1,1,0,0,0,Extremadura,-30.0,-13.0,6.0,-25.0,-27.0,6.0,20,0.5,0.75,0.5,0.0,1067710.0,41635.33,25.64432658513815
2461,ES-GA,2020-06-08,4,4,0,0,0,Galicia,-24.0,-5.0,36.0,-31.0,-29.0,9.0,20,0.5,0.75,0.5,0.0,2699499.0,29576.44,91.27193806962569
2462,ES-IB,2020-06-08,2,2,0,0,0,Illes Balears,-26.0,-14.0,-9.0,-47.0,-30.0,12.0,20,0.5,0.75,0.5,0.0,1149460.0,4991.71,230.2737939503697
2463,ES-MC,2020-06-08,2,2,0,0,0,Murcia,-23.0,0.0,-9.0,-25.0,-29.0,7.0,20,0.5,0.75,0.5,0.0,1493898.0,11313.87,132.04129091106756
2464,ES-MD,2020-06-08,106,106,0,0,0,Comunidad de Madrid,-34.0,-8.0,19.0,-46.0,-50.0,18.0,15,0.5,0.75,0.4,0.0,6663394.0,8021.6,830.6814101924803
2465,ES-ML,2020-06-08,0,0,0,0,0,Melilla,-19.0,-11.0,-2.0,-50.0,-28.0,11.0,20,0.5,0.75,0.5,0.0,86487.0,14.24,6073.525280898876
2466,ES-NC,2020-06-08,0,0,0,0,0,Comunidad Foral de Navarra,-19.0,-2.0,5.0,-54.0,-31.0,10.0,20,0.5,0.75,0.5,0.0,654214.0,9801.01,66.74965131144647
2467,ES-PV,2020-06-08,15,14,0,0,1,País Vasco,-28.0,-6.0,-20.0,-31.0,-34.0,12.0,20,0.5,0.75,0.5,0.0,2207776.0,7091.91,311.30908316659406
2468,ES-RI,2020-06-08,0,0,0,0,0,La Rioja,-10.0,10.0,13.0,-31.0,-37.0,8.0,20,0.5,0.75,0.5,0.0,316798.0,5027.69,63.0106470367107
2469,ES-VC,2020-06-08,5,5,0,0,0,Comunitat Valenciana,-32.0,-19.0,-20.0,-45.0,-34.0,12.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2470,ES-AN,2020-06-09,8,8,0,0,0,Andalucía,-25.0,-14.0,3.0,-36.0,-32.0,8.0,20,0.5,0.75,0.5,0.0,8414240.0,87588.45,96.06563422460381
2471,ES-AR,2020-06-09,12,12,0,0,0,Aragón,-24.0,-11.0,32.0,-35.0,-32.0,10.0,20,0.5,0.75,0.5,0.0,1319291.0,47698.07,27.6592113685103
2472,ES-AS,2020-06-09,0,0,0,0,0,Principado de Asturias,-23.0,-6.0,38.0,-38.0,-30.0,8.0,20,0.5,0.75,0.5,0.0,1022800.0,10597.42,96.51405719505314
2473,ES-CB,2020-06-09,0,0,0,0,0,Cantabria,-23.0,-9.0,37.0,-25.0,-31.0,9.0,20,0.5,0.75,0.5,0.0,581078.0,5261.12,110.44758530503012
2474,ES-CE,2020-06-09,0,0,0,0,0,Ceuta,-42.0,-19.0,-11.0,-45.53061224489796,-31.0,9.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2475,ES-CL,2020-06-09,26,25,0,1,0,Castilla y León,-34.0,-13.0,22.0,-36.0,-33.0,9.0,15,0.5,0.75,0.4,0.0,2399548.0,93874.95,25.561110818168213
2476,ES-CM,2020-06-09,22,22,0,0,0,Castilla - La Mancha,-31.0,-10.0,6.0,-39.0,-30.0,9.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2477,ES-CN,2020-06-09,2,2,0,0,0,Canarias,-40.0,-22.0,-28.0,-45.0,-38.0,11.0,20,0.5,0.75,0.5,0.0,2153389.0,7445.1,289.2357389423916
2478,ES-CT,2020-06-09,87,57,0,30,0,Cataluña,-36.0,-16.0,-16.0,-44.0,-41.0,16.0,15,0.5,0.75,0.4,0.0,7675217.0,32109.05,239.0359415803333
2479,ES-EX,2020-06-09,2,2,0,0,0,Extremadura,-30.0,-16.0,10.0,-25.0,-27.0,6.0,20,0.5,0.75,0.5,0.0,1067710.0,41635.33,25.64432658513815
2480,ES-GA,2020-06-09,1,1,0,0,0,Galicia,-25.0,-7.0,41.0,-34.0,-30.0,8.0,20,0.5,0.75,0.5,0.0,2699499.0,29576.44,91.27193806962569
2481,ES-IB,2020-06-09,1,1,0,0,0,Illes Balears,-20.0,-11.0,24.0,-39.0,-28.0,10.0,20,0.5,0.75,0.5,0.0,1149460.0,4991.71,230.2737939503697
2482,ES-MC,2020-06-09,2,2,0,0,0,Murcia,-45.0,-62.0,35.0,-47.0,-65.0,15.0,20,0.5,0.75,0.5,0.0,1493898.0,11313.87,132.04129091106756
2483,ES-MD,2020-06-09,88,88,0,0,0,Comunidad de Madrid,-36.0,-10.0,24.0,-46.0,-50.0,18.0,15,0.5,0.75,0.4,0.0,6663394.0,8021.6,830.6814101924803
2484,ES-ML,2020-06-09,1,1,0,0,0,Melilla,-20.0,-14.0,17.0,-38.0,-28.0,10.0,20,0.5,0.75,0.5,0.0,86487.0,14.24,6073.525280898876
2485,ES-NC,2020-06-09,5,5,0,0,0,Comunidad Foral de Navarra,-21.0,-4.0,12.0,-52.0,-30.0,10.0,20,0.5,0.75,0.5,0.0,654214.0,9801.01,66.74965131144647
2486,ES-PV,2020-06-09,13,12,0,0,1,País Vasco,-25.0,-5.0,19.0,-27.0,-33.0,12.0,20,0.5,0.75,0.5,0.0,2207776.0,7091.91,311.30908316659406
2487,ES-RI,2020-06-09,1,1,0,0,0,La Rioja,-38.0,-64.0,39.0,-51.0,-62.0,13.0,20,0.5,0.75,0.5,0.0,316798.0,5027.69,63.0106470367107
2488,ES-VC,2020-06-09,8,8,0,0,0,Comunitat Valenciana,-26.0,-12.0,7.0,-39.0,-32.0,10.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2489,ES-AN,2020-06-10,6,6,0,0,0,Andalucía,-23.0,-11.0,6.0,-35.0,-32.0,8.0,20,0.5,0.75,0.5,0.0,8414240.0,87588.45,96.06563422460381
2490,ES-AR,2020-06-10,2,2,0,0,0,Aragón,-25.0,-4.0,36.0,-31.0,-31.0,9.0,20,0.5,0.75,0.5,0.0,1319291.0,47698.07,27.6592113685103
2491,ES-AS,2020-06-10,0,0,0,0,0,Principado de Asturias,-22.0,-5.0,45.0,-39.0,-29.0,8.0,20,0.5,0.75,0.5,0.0,1022800.0,10597.42,96.51405719505314
2492,ES-CB,2020-06-10,1,0,1,0,0,Cantabria,-24.0,-8.0,37.0,-29.0,-31.0,10.0,20,0.5,0.75,0.5,0.0,581078.0,5261.12,110.44758530503012
2493,ES-CE,2020-06-10,0,0,0,0,0,Ceuta,-40.0,-17.0,6.0,-44.85714285714286,-32.0,9.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2494,ES-CL,2020-06-10,17,16,0,1,0,Castilla y León,-33.0,-12.0,30.0,-34.0,-33.0,9.0,15,0.5,0.75,0.4,0.0,2399548.0,93874.95,25.561110818168213
2495,ES-CM,2020-06-10,19,18,0,1,0,Castilla - La Mancha,-24.0,1.0,12.0,-37.0,-31.0,8.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2496,ES-CN,2020-06-10,1,1,0,0,0,Canarias,-39.0,-21.0,-32.0,-45.0,-38.0,12.0,20,0.5,0.75,0.5,0.0,2153389.0,7445.1,289.2357389423916
2497,ES-CT,2020-06-10,122,76,0,46,0,Cataluña,-30.0,-8.0,5.0,-37.0,-40.0,15.0,15,0.5,0.75,0.4,0.0,7675217.0,32109.05,239.0359415803333
2498,ES-EX,2020-06-10,1,1,0,0,0,Extremadura,-31.0,-13.0,7.0,-24.0,-27.0,7.0,20,0.5,0.75,0.5,0.0,1067710.0,41635.33,25.64432658513815
2499,ES-GA,2020-06-10,1,1,0,0,0,Galicia,-26.0,-7.0,40.0,-32.0,-29.0,8.0,20,0.5,0.75,0.5,0.0,2699499.0,29576.44,91.27193806962569
2500,ES-IB,2020-06-10,3,3,0,0,0,Illes Balears,-22.0,-12.0,27.0,-42.0,-29.0,10.0,20,0.5,0.75,0.5,0.0,1149460.0,4991.71,230.2737939503697
2501,ES-MC,2020-06-10,1,1,0,0,0,Murcia,-23.0,3.0,13.0,-21.0,-27.0,8.0,20,0.5,0.75,0.5,0.0,1493898.0,11313.87,132.04129091106756
2502,ES-MD,2020-06-10,104,104,0,0,0,Comunidad de Madrid,-36.0,-9.0,25.0,-46.0,-50.0,18.0,15,0.5,0.75,0.4,0.0,6663394.0,8021.6,830.6814101924803
2503,ES-ML,2020-06-10,0,0,0,0,0,Melilla,-22.0,-15.0,28.0,-33.0,-28.0,9.0,20,0.5,0.75,0.5,0.0,86487.0,14.24,6073.525280898876
2504,ES-NC,2020-06-10,4,4,0,0,0,Comunidad Foral de Navarra,-21.0,-2.0,21.0,-52.0,-30.0,10.0,20,0.5,0.75,0.5,0.0,654214.0,9801.01,66.74965131144647
2505,ES-PV,2020-06-10,8,8,0,0,0,País Vasco,-24.0,-7.0,33.0,-26.0,-32.0,11.0,20,0.5,0.75,0.5,0.0,2207776.0,7091.91,311.30908316659406
2506,ES-RI,2020-06-10,0,0,0,0,0,La Rioja,-15.0,12.0,27.0,-32.0,-33.0,7.0,20,0.5,0.75,0.5,0.0,316798.0,5027.69,63.0106470367107
2507,ES-VC,2020-06-10,3,3,0,0,0,Comunitat Valenciana,-26.0,-12.0,12.0,-37.0,-32.0,10.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2508,ES-AN,2020-06-11,3,3,0,0,0,Andalucía,-28.0,-18.0,-7.0,-44.0,-39.0,10.0,20,0.5,0.75,0.5,0.0,8414240.0,87588.45,96.06563422460381
2509,ES-AR,2020-06-11,6,6,0,0,0,Aragón,-25.0,-8.0,17.0,-38.0,-33.0,10.0,20,0.5,0.75,0.5,0.0,1319291.0,47698.07,27.6592113685103
2510,ES-AS,2020-06-11,3,3,0,0,0,Principado de Asturias,-30.0,-11.0,-18.0,-52.0,-34.0,12.0,20,0.5,0.75,0.5,0.0,1022800.0,10597.42,96.51405719505314
2511,ES-CB,2020-06-11,3,3,0,0,0,Cantabria,-35.0,-15.0,-30.0,-44.0,-34.0,13.0,20,0.5,0.75,0.5,0.0,581078.0,5261.12,110.44758530503012
2512,ES-CE,2020-06-11,0,0,0,0,0,Ceuta,-29.0,-19.0,-28.0,-44.183673469387756,-33.0,10.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2513,ES-CL,2020-06-11,17,17,0,0,0,Castilla y León,-36.0,-10.0,-3.0,-43.0,-34.0,11.0,15,0.5,0.75,0.4,0.0,2399548.0,93874.95,25.561110818168213
2514,ES-CM,2020-06-11,7,7,0,0,0,Castilla - La Mancha,-50.0,-71.0,9.0,-56.0,-57.0,17.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2515,ES-CN,2020-06-11,1,1,0,0,0,Canarias,-39.0,-20.0,-37.0,-47.0,-38.0,12.0,20,0.5,0.75,0.5,0.0,2153389.0,7445.1,289.2357389423916
2516,ES-CT,2020-06-11,106,65,0,41,0,Cataluña,-30.0,-7.0,-3.0,-39.0,-40.0,16.0,15,0.5,0.75,0.4,0.0,7675217.0,32109.05,239.0359415803333
2517,ES-EX,2020-06-11,0,0,0,0,0,Extremadura,-31.0,-11.0,-4.0,-29.0,-29.0,8.0,20,0.5,0.75,0.5,0.0,1067710.0,41635.33,25.64432658513815
2518,ES-GA,2020-06-11,2,2,0,0,0,Galicia,-29.0,-6.0,-3.0,-41.0,-32.0,11.0,20,0.5,0.75,0.5,0.0,2699499.0,29576.44,91.27193806962569
2519,ES-IB,2020-06-11,4,4,0,0,0,Illes Balears,-20.0,-9.0,23.0,-45.0,-29.0,10.0,20,0.5,0.75,0.5,0.0,1149460.0,4991.71,230.2737939503697
2520,ES-MC,2020-06-11,0,0,0,0,0,Murcia,-24.0,-2.0,9.0,-25.0,-28.0,8.0,20,0.5,0.75,0.5,0.0,1493898.0,11313.87,132.04129091106756
2521,ES-MD,2020-06-11,74,74,0,0,0,Comunidad de Madrid,-37.0,-6.0,9.0,-48.0,-50.0,19.0,15,0.5,0.75,0.4,0.0,6663394.0,8021.6,830.6814101924803
2522,ES-ML,2020-06-11,0,0,0,0,0,Melilla,-22.0,-15.0,2.0,-43.0,-29.0,10.0,20,0.5,0.75,0.5,0.0,86487.0,14.24,6073.525280898876
2523,ES-NC,2020-06-11,1,1,0,0,0,Comunidad Foral de Navarra,-25.0,-3.0,-10.0,-53.0,-30.0,11.0,20,0.5,0.75,0.5,0.0,654214.0,9801.01,66.74965131144647
2524,ES-PV,2020-06-11,10,10,0,0,0,País Vasco,-34.0,-10.0,-29.0,-36.0,-34.0,14.0,20,0.5,0.75,0.5,0.0,2207776.0,7091.91,311.30908316659406
2525,ES-RI,2020-06-11,1,1,0,0,0,La Rioja,-40.0,-42.0,5.0,-56.0,-49.0,14.0,20,0.5,0.75,0.5,0.0,316798.0,5027.69,63.0106470367107
2526,ES-VC,2020-06-11,11,11,0,0,0,Comunitat Valenciana,-24.0,-13.0,12.0,-39.0,-32.0,10.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2527,ES-AN,2020-06-12,4,4,0,0,0,Andalucía,-28.0,-11.0,-11.0,-42.0,-33.0,10.0,20,0.5,0.75,0.5,0.0,8414240.0,87588.45,96.06563422460381
2528,ES-AR,2020-06-12,4,4,0,0,0,Aragón,-27.0,-8.0,24.0,-39.0,-31.0,9.0,20,0.5,0.75,0.5,0.0,1319291.0,47698.07,27.6592113685103
2529,ES-AS,2020-06-12,0,0,0,0,0,Principado de Asturias,-29.0,-8.0,-14.0,-48.0,-30.0,11.0,20,0.5,0.75,0.5,0.0,1022800.0,10597.42,96.51405719505314
2530,ES-CB,2020-06-12,2,2,0,0,0,Cantabria,-28.0,-10.0,7.0,-34.0,-29.0,11.0,20,0.5,0.75,0.5,0.0,581078.0,5261.12,110.44758530503012
2531,ES-CE,2020-06-12,0,0,0,0,0,Ceuta,-39.0,-24.0,-38.0,-43.51020408163265,-31.0,14.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2532,ES-CL,2020-06-12,21,20,0,1,0,Castilla y León,-46.0,-21.0,-28.0,-52.0,-36.0,14.0,15,0.5,0.75,0.4,0.0,2399548.0,93874.95,25.561110818168213
2533,ES-CM,2020-06-12,20,19,0,1,0,Castilla - La Mancha,-33.0,2.0,-11.0,-47.0,-35.0,13.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2534,ES-CN,2020-06-12,3,3,0,0,0,Canarias,-41.0,-19.0,-31.0,-47.0,-37.0,13.0,20,0.5,0.75,0.5,0.0,2153389.0,7445.1,289.2357389423916
2535,ES-CT,2020-06-12,105,80,0,25,0,Cataluña,-28.0,-7.0,14.0,-35.0,-38.0,14.0,15,0.5,0.75,0.4,0.0,7675217.0,32109.05,239.0359415803333
2536,ES-EX,2020-06-12,1,1,0,0,0,Extremadura,-35.0,-15.0,-12.0,-33.0,-27.0,9.0,20,0.5,0.75,0.5,0.0,1067710.0,41635.33,25.64432658513815
2537,ES-GA,2020-06-12,2,2,0,0,0,Galicia,-33.0,-8.0,-25.0,-45.0,-31.0,12.0,20,0.5,0.75,0.5,0.0,2699499.0,29576.44,91.27193806962569
2538,ES-IB,2020-06-12,6,6,0,0,0,Illes Balears,-19.0,-7.0,30.0,-42.0,-26.0,7.0,20,0.5,0.75,0.5,0.0,1149460.0,4991.71,230.2737939503697
2539,ES-MC,2020-06-12,0,0,0,0,0,Murcia,-26.0,-3.0,3.0,-28.0,-25.0,8.0,20,0.5,0.75,0.5,0.0,1493898.0,11313.87,132.04129091106756
2540,ES-MD,2020-06-12,112,112,0,0,0,Comunidad de Madrid,-41.0,-10.0,-5.0,-48.0,-48.0,19.0,15,0.5,0.75,0.4,0.0,6663394.0,8021.6,830.6814101924803
2541,ES-ML,2020-06-12,0,0,0,0,0,Melilla,-20.0,-17.0,3.0,-53.0,-26.0,10.0,20,0.5,0.75,0.5,0.0,86487.0,14.24,6073.525280898876
2542,ES-NC,2020-06-12,1,1,0,0,0,Comunidad Foral de Navarra,-28.0,-1.0,-10.0,-57.0,-29.0,12.0,20,0.5,0.75,0.5,0.0,654214.0,9801.01,66.74965131144647
2543,ES-PV,2020-06-12,18,18,0,0,0,País Vasco,-27.0,-4.0,1.0,-29.0,-33.0,13.0,20,0.5,0.75,0.5,0.0,2207776.0,7091.91,311.30908316659406
2544,ES-RI,2020-06-12,0,0,0,0,0,La Rioja,-29.0,1.0,-23.0,-44.0,-35.0,12.0,20,0.5,0.75,0.5,0.0,316798.0,5027.69,63.0106470367107
2545,ES-VC,2020-06-12,11,11,0,0,0,Comunitat Valenciana,-27.0,-11.0,7.0,-40.0,-30.0,9.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2546,ES-AN,2020-06-13,4,4,0,0,0,Andalucía,-31.0,-15.0,3.0,-34.0,-5.0,3.0,20,0.5,0.75,0.5,0.0,8414240.0,87588.45,96.06563422460381
2547,ES-AR,2020-06-13,4,3,0,0,1,Aragón,-32.0,-12.0,34.0,-39.0,-5.0,2.0,20,0.5,0.75,0.5,0.0,1319291.0,47698.07,27.6592113685103
2548,ES-AS,2020-06-13,0,0,0,0,0,Principado de Asturias,-31.0,-10.0,14.0,-42.0,-7.0,6.0,20,0.5,0.75,0.5,0.0,1022800.0,10597.42,96.51405719505314
2549,ES-CB,2020-06-13,1,1,0,0,0,Cantabria,-35.0,-14.0,-3.0,-32.0,-8.0,7.0,20,0.5,0.75,0.5,0.0,581078.0,5261.12,110.44758530503012
2550,ES-CE,2020-06-13,0,0,0,0,0,Ceuta,-35.0,-31.0,11.0,-42.83673469387755,-22.0,12.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2551,ES-CL,2020-06-13,12,11,0,1,0,Castilla y León,-44.0,-15.0,-16.0,-40.0,-9.0,6.0,15,0.5,0.75,0.4,0.0,2399548.0,93874.95,25.561110818168213
2552,ES-CM,2020-06-13,9,9,0,0,0,Castilla - La Mancha,-37.0,-11.0,-3.0,-37.0,-3.0,6.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2553,ES-CN,2020-06-13,2,2,0,0,0,Canarias,-44.0,-22.0,-14.0,-53.0,-24.0,7.0,20,0.5,0.75,0.5,0.0,2153389.0,7445.1,289.2357389423916
2554,ES-CT,2020-06-13,37,34,0,3,0,Cataluña,-32.0,-11.0,19.0,-25.0,-8.0,6.0,15,0.5,0.75,0.4,0.0,7675217.0,32109.05,239.0359415803333
2555,ES-EX,2020-06-13,1,1,0,0,0,Extremadura,-34.0,-15.0,1.0,-25.0,1.0,4.0,20,0.5,0.75,0.5,0.0,1067710.0,41635.33,25.64432658513815
2556,ES-GA,2020-06-13,0,0,0,0,0,Galicia,-34.0,-10.0,-15.0,-40.0,-6.0,6.0,20,0.5,0.75,0.5,0.0,2699499.0,29576.44,91.27193806962569
2557,ES-IB,2020-06-13,2,2,0,0,0,Illes Balears,-24.0,-13.0,42.0,-39.0,-2.0,3.0,20,0.5,0.75,0.5,0.0,1149460.0,4991.71,230.2737939503697
2558,ES-MC,2020-06-13,1,1,0,0,0,Murcia,-31.0,-8.0,24.0,-23.0,1.0,2.0,20,0.5,0.75,0.5,0.0,1493898.0,11313.87,132.04129091106756
2559,ES-MD,2020-06-13,24,24,0,0,0,Comunidad de Madrid,-42.0,-12.0,23.0,-36.0,-10.0,7.0,15,0.5,0.75,0.4,0.0,6663394.0,8021.6,830.6814101924803
2560,ES-ML,2020-06-13,0,0,0,0,0,Melilla,-20.0,-18.0,11.0,-49.0,0.0,9.333333333333334,20,0.5,0.75,0.5,0.0,86487.0,14.24,6073.525280898876
2561,ES-NC,2020-06-13,1,1,0,0,0,Comunidad Foral de Navarra,-30.0,-5.0,23.0,-46.0,-2.0,5.0,20,0.5,0.75,0.5,0.0,654214.0,9801.01,66.74965131144647
2562,ES-PV,2020-06-13,8,8,0,0,0,País Vasco,-31.0,-8.0,22.0,-24.0,-9.0,6.0,20,0.5,0.75,0.5,0.0,2207776.0,7091.91,311.30908316659406
2563,ES-RI,2020-06-13,2,2,0,0,0,La Rioja,-36.0,-14.0,4.0,-44.0,-4.0,4.0,20,0.5,0.75,0.5,0.0,316798.0,5027.69,63.0106470367107
2564,ES-VC,2020-06-13,3,3,0,0,0,Comunitat Valenciana,-32.0,-15.0,21.0,-40.0,-5.0,4.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2565,ES-AN,2020-06-14,4,4,0,0,0,Andalucía,-38.0,-21.0,-12.0,-46.0,0.0,0.0,20,0.5,0.75,0.5,0.0,8414240.0,87588.45,96.06563422460381
2566,ES-AR,2020-06-14,3,2,0,1,0,Aragón,-36.0,-15.0,25.0,-39.0,-3.0,-1.0,20,0.5,0.75,0.5,0.0,1319291.0,47698.07,27.6592113685103
2567,ES-AS,2020-06-14,0,0,0,0,0,Principado de Asturias,-31.0,-8.0,6.0,-43.0,-2.0,4.0,20,0.5,0.75,0.5,0.0,1022800.0,10597.42,96.51405719505314
