,ccaa_iso,fecha,casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida,ccaa_nombre,ocio,compra,parques,transporte,trabajo,residencial,reuniones,host_int,host_ext,aforo_comercial,ocio_nocturno,Pob,Sup,Densidad
2288,ES-CT,2020-05-30,89,85,0,4,0,Cataluña,-53.0,-11.0,-3.0,-32.0,-19.0,11.0,10,0.4,0.5,0.3,0.0,7675217.0,32109.05,239.0359415803333
2289,ES-EX,2020-05-30,8,2,6,0,0,Extremadura,-47.0,-14.0,-8.0,-28.0,-8.0,5.0,15,0.5,0.75,0.4,0.0,1067710.0,41635.33,25.64432658513815
2290,ES-GA,2020-05-30,0,0,0,0,0,Galicia,-45.0,-8.0,11.0,-38.0,-12.0,5.0,15,0.5,0.75,0.4,0.0,2699499.0,29576.44,91.27193806962569
2291,ES-IB,2020-05-30,1,1,0,0,0,Illes Balears,-36.0,-13.0,41.0,-43.0,-10.0,5.0,15,0.5,0.75,0.4,0.0,1149460.0,4991.71,230.2737939503697
2292,ES-MC,2020-05-30,1,1,0,0,0,Murcia,-43.0,-11.0,15.0,-18.0,-8.0,5.0,15,0.5,0.75,0.4,0.0,1493898.0,11313.87,132.04129091106756
2293,ES-MD,2020-05-30,55,55,0,0,0,Comunidad de Madrid,-63.0,-18.0,0.0,-43.0,-23.0,11.0,10,0.4,0.5,0.3,0.0,6663394.0,8021.6,830.6814101924803
2294,ES-ML,2020-05-30,0,0,0,0,0,Melilla,-29.0,-21.0,-3.0,-57.0,-4.0,12.0,15,0.5,0.75,0.4,0.0,86487.0,14.24,6073.525280898876
2295,ES-NC,2020-05-30,7,7,0,0,0,Comunidad Foral de Navarra,-43.0,-4.0,31.0,-42.0,-12.0,5.0,15,0.5,0.75,0.4,0.0,654214.0,9801.01,66.74965131144647
2296,ES-PV,2020-05-30,7,3,0,0,4,País Vasco,-44.0,-8.0,76.0,-19.0,-18.0,5.0,15,0.5,0.75,0.4,0.0,2207776.0,7091.91,311.30908316659406
2297,ES-RI,2020-05-30,1,1,0,0,0,La Rioja,-46.0,-16.0,2.0,-46.0,-12.0,4.0,15,0.5,0.75,0.4,0.0,316798.0,5027.69,63.0106470367107
2298,ES-VC,2020-05-30,5,5,0,0,0,Comunitat Valenciana,-53.0,-19.0,-4.0,-45.0,-16.0,8.0,10,0.4,0.5,0.3,0.0,5003769.0,23261.91,215.10568134774832
2299,ES-AN,2020-05-31,9,9,0,0,0,Andalucía,-58.0,-30.0,-36.0,-55.0,-13.0,6.0,10,0.4,0.5,0.3,0.0,8414240.0,87588.45,96.06563422460381
2300,ES-AR,2020-05-31,8,8,0,0,0,Aragón,-55.0,-24.0,-13.0,-55.0,-17.0,5.0,15,0.5,0.75,0.4,0.0,1319291.0,47698.07,27.6592113685103
2301,ES-AS,2020-05-31,3,3,0,0,0,Principado de Asturias,-47.0,-5.0,-8.0,-49.0,-11.0,6.0,15,0.5,0.75,0.4,0.0,1022800.0,10597.42,96.51405719505314
2302,ES-CB,2020-05-31,1,1,0,0,0,Cantabria,-49.0,-15.0,-7.0,-44.0,-13.0,6.0,15,0.5,0.75,0.4,0.0,581078.0,5261.12,110.44758530503012
2303,ES-CE,2020-05-31,1,1,0,0,0,Ceuta,-69.0,-25.0,-43.0,-51.59183673469388,-23.0,12.666666666666666,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2304,ES-CL,2020-05-31,19,19,0,0,0,Castilla y León,-64.0,-33.0,-29.0,-57.0,-21.0,8.0,10,0.4,0.5,0.3,0.0,2399548.0,93874.95,25.561110818168213
2305,ES-CM,2020-05-31,12,10,0,2,0,Castilla - La Mancha,-58.0,-26.0,-22.0,-58.0,-13.0,8.0,10,0.4,0.5,0.3,0.0,2032863.0,79406.77,25.600625740097474
2306,ES-CN,2020-05-31,1,1,0,0,0,Canarias,-61.0,-35.0,-25.0,-58.0,-29.0,7.0,15,0.5,0.75,0.4,0.0,2153389.0,7445.1,289.2357389423916
2307,ES-CT,2020-05-31,51,51,0,0,0,Cataluña,-56.0,-21.0,-5.0,-39.0,-17.0,9.0,10,0.4,0.5,0.3,0.0,7675217.0,32109.05,239.0359415803333
2308,ES-EX,2020-05-31,2,1,1,0,0,Extremadura,-54.0,-19.0,-20.0,-42.0,-9.0,5.0,15,0.5,0.75,0.4,0.0,1067710.0,41635.33,25.64432658513815
2309,ES-GA,2020-05-31,1,1,0,0,0,Galicia,-50.0,-20.0,7.0,-45.0,-9.0,5.0,15,0.5,0.75,0.4,0.0,2699499.0,29576.44,91.27193806962569
2310,ES-IB,2020-05-31,2,2,0,0,0,Illes Balears,-40.0,2.0,36.0,-52.0,-5.0,2.0,15,0.5,0.75,0.4,0.0,1149460.0,4991.71,230.2737939503697
2311,ES-MC,2020-05-31,0,0,0,0,0,Murcia,-49.0,-15.0,-4.0,-36.0,-6.0,5.0,15,0.5,0.75,0.4,0.0,1493898.0,11313.87,132.04129091106756
2312,ES-MD,2020-05-31,62,62,0,0,0,Comunidad de Madrid,-70.0,-31.0,-37.0,-59.0,-24.0,12.0,10,0.4,0.5,0.3,0.0,6663394.0,8021.6,830.6814101924803
2313,ES-ML,2020-05-31,0,0,0,0,0,Melilla,-38.0,-15.5,-11.0,-74.0,-3.0,11.0,15,0.5,0.75,0.4,0.0,86487.0,14.24,6073.525280898876
2314,ES-NC,2020-05-31,3,3,0,0,0,Comunidad Foral de Navarra,-46.0,-9.0,8.0,-50.0,-8.0,5.0,15,0.5,0.75,0.4,0.0,654214.0,9801.01,66.74965131144647
2315,ES-PV,2020-05-31,0,0,0,0,0,País Vasco,-44.0,2.0,20.0,-30.0,-16.0,7.0,15,0.5,0.75,0.4,0.0,2207776.0,7091.91,311.30908316659406
2316,ES-RI,2020-05-31,0,0,0,0,0,La Rioja,-48.0,-16.0,-16.0,-55.0,-12.0,5.0,15,0.5,0.75,0.4,0.0,316798.0,5027.69,63.0106470367107
2317,ES-VC,2020-05-31,7,7,0,0,0,Comunitat Valenciana,-57.0,-39.0,-25.0,-52.0,-10.0,6.0,10,0.4,0.5,0.3,0.0,5003769.0,23261.91,215.10568134774832
2318,ES-AN,2020-06-01,18,18,0,0,0,Andalucía,-32.0,-16.0,-3.0,-41.0,-35.0,10.0,15,0.5,0.75,0.4,0.0,8414240.0,87588.45,96.06563422460381
2319,ES-AR,2020-06-01,9,8,0,0,1,Aragón,-26.0,-5.0,39.0,-31.0,-34.0,11.0,15,0.5,0.75,0.4,0.0,1319291.0,47698.07,27.6592113685103
2320,ES-AS,2020-06-01,0,0,0,0,0,Principado de Asturias,-23.0,-1.0,55.0,-37.0,-32.0,8.0,15,0.5,0.75,0.4,0.0,1022800.0,10597.42,96.51405719505314
2321,ES-CB,2020-06-01,4,4,0,0,0,Cantabria,-33.0,-21.0,86.0,-40.0,-48.0,12.0,15,0.5,0.75,0.4,0.0,581078.0,5261.12,110.44758530503012
2322,ES-CE,2020-06-01,4,4,0,0,0,Ceuta,-42.0,-20.0,-18.0,-50.91836734693878,-35.0,11.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2323,ES-CL,2020-06-01,28,28,0,0,0,Castilla y León,-44.0,-15.0,24.0,-37.0,-36.0,10.0,10,0.4,0.5,0.3,0.0,2399548.0,93874.95,25.561110818168213
2324,ES-CM,2020-06-01,23,22,0,1,0,Castilla - La Mancha,-37.0,-14.0,7.0,-45.0,-35.0,11.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2325,ES-CN,2020-06-01,4,4,0,0,0,Canarias,-45.0,-20.0,-32.0,-48.0,-40.0,12.0,15,0.5,0.75,0.4,0.0,2153389.0,7445.1,289.2357389423916
2326,ES-CT,2020-06-01,89,84,0,5,0,Cataluña,-48.0,-32.0,14.0,-48.0,-60.0,21.0,10,0.4,0.5,0.3,0.0,7675217.0,32109.05,239.0359415803333
2327,ES-EX,2020-06-01,4,3,1,0,0,Extremadura,-36.0,-11.0,5.0,-28.0,-29.0,6.0,15,0.5,0.75,0.4,0.0,1067710.0,41635.33,25.64432658513815
2328,ES-GA,2020-06-01,1,1,0,0,0,Galicia,-33.0,-5.0,26.0,-35.0,-31.0,10.0,15,0.5,0.75,0.4,0.0,2699499.0,29576.44,91.27193806962569
2329,ES-IB,2020-06-01,4,3,1,0,0,Illes Balears,-26.0,-10.0,34.0,-43.0,-31.0,11.0,15,0.5,0.75,0.4,0.0,1149460.0,4991.71,230.2737939503697
2330,ES-MC,2020-06-01,4,4,0,0,0,Murcia,-32.0,-12.0,0.0,-17.0,-24.0,8.0,15,0.5,0.75,0.4,0.0,1493898.0,11313.87,132.04129091106756
2331,ES-MD,2020-06-01,134,134,0,0,0,Comunidad de Madrid,-50.0,-13.0,20.0,-48.0,-53.0,20.0,10,0.4,0.5,0.3,0.0,6663394.0,8021.6,830.6814101924803
2332,ES-ML,2020-06-01,1,1,0,0,0,Melilla,-18.0,-10.0,16.0,-59.0,-31.0,10.0,15,0.5,0.75,0.4,0.0,86487.0,14.24,6073.525280898876
2333,ES-NC,2020-06-01,1,1,0,0,0,Comunidad Foral de Navarra,-21.0,1.0,42.0,-49.0,-32.0,10.0,15,0.5,0.75,0.4,0.0,654214.0,9801.01,66.74965131144647
2334,ES-PV,2020-06-01,7,7,0,0,0,País Vasco,-28.0,-1.0,35.0,-24.0,-35.0,11.0,15,0.5,0.75,0.4,0.0,2207776.0,7091.91,311.30908316659406
2335,ES-RI,2020-06-01,3,3,0,0,0,La Rioja,-25.0,-10.0,29.0,-37.0,-29.0,8.0,15,0.5,0.75,0.4,0.0,316798.0,5027.69,63.0106470367107
2336,ES-VC,2020-06-01,14,14,0,0,0,Comunitat Valenciana,-31.0,-16.0,6.0,-39.0,-34.0,11.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2337,ES-AN,2020-06-02,6,6,0,0,0,Andalucía,-34.0,-15.0,0.0,-40.0,-35.0,10.0,15,0.5,0.75,0.4,0.0,8414240.0,87588.45,96.06563422460381
2338,ES-AR,2020-06-02,17,17,0,0,0,Aragón,-29.0,-10.0,36.0,-37.0,-33.0,11.0,15,0.5,0.75,0.4,0.0,1319291.0,47698.07,27.6592113685103
2339,ES-AS,2020-06-02,0,0,0,0,0,Principado de Asturias,-29.0,-15.0,68.0,-40.0,-41.0,8.0,15,0.5,0.75,0.4,0.0,1022800.0,10597.42,96.51405719505314
2340,ES-CB,2020-06-02,2,2,0,0,0,Cantabria,-29.0,-3.0,54.0,-26.0,-33.0,10.0,15,0.5,0.75,0.4,0.0,581078.0,5261.12,110.44758530503012
2341,ES-CE,2020-06-02,2,2,0,0,0,Ceuta,-48.0,-22.0,-22.0,-50.244897959183675,-34.0,11.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2342,ES-CL,2020-06-02,19,19,0,0,0,Castilla y León,-45.0,-14.0,22.0,-38.0,-36.0,10.0,10,0.4,0.5,0.3,0.0,2399548.0,93874.95,25.561110818168213
2343,ES-CM,2020-06-02,29,18,0,11,0,Castilla - La Mancha,-36.0,-8.0,3.0,-43.0,-32.0,10.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2344,ES-CN,2020-06-02,4,4,0,0,0,Canarias,-46.0,-21.0,-21.0,-46.0,-40.0,12.0,15,0.5,0.75,0.4,0.0,2153389.0,7445.1,289.2357389423916
2345,ES-CT,2020-06-02,106,91,0,15,0,Cataluña,-42.0,-4.0,5.0,-37.0,-43.0,16.0,10,0.4,0.5,0.3,0.0,7675217.0,32109.05,239.0359415803333
2346,ES-EX,2020-06-02,10,4,5,1,0,Extremadura,-36.0,-15.0,8.0,-28.0,-30.0,7.0,15,0.5,0.75,0.4,0.0,1067710.0,41635.33,25.64432658513815
2347,ES-GA,2020-06-02,1,1,0,0,0,Galicia,-33.0,-8.0,36.0,-37.0,-32.0,10.0,15,0.5,0.75,0.4,0.0,2699499.0,29576.44,91.27193806962569
2348,ES-IB,2020-06-02,7,7,0,0,0,Illes Balears,-28.0,-11.0,35.0,-42.0,-31.0,10.0,15,0.5,0.75,0.4,0.0,1149460.0,4991.71,230.2737939503697
2349,ES-MC,2020-06-02,2,2,0,0,0,Murcia,-32.0,-10.0,9.0,-22.0,-30.0,10.0,15,0.5,0.75,0.4,0.0,1493898.0,11313.87,132.04129091106756
2350,ES-MD,2020-06-02,104,104,0,0,0,Comunidad de Madrid,-52.0,-14.0,18.0,-49.0,-53.0,20.0,10,0.4,0.5,0.3,0.0,6663394.0,8021.6,830.6814101924803
2351,ES-ML,2020-06-02,0,0,0,0,0,Melilla,-25.0,-16.0,14.0,-47.0,-32.0,10.0,15,0.5,0.75,0.4,0.0,86487.0,14.24,6073.525280898876
2352,ES-NC,2020-06-02,3,3,0,0,0,Comunidad Foral de Navarra,-26.0,-1.0,27.0,-48.0,-32.0,10.0,15,0.5,0.75,0.4,0.0,654214.0,9801.01,66.74965131144647
2353,ES-PV,2020-06-02,12,11,0,0,1,País Vasco,-29.0,-3.0,61.0,-24.0,-35.0,12.0,15,0.5,0.75,0.4,0.0,2207776.0,7091.91,311.30908316659406
2354,ES-RI,2020-06-02,1,1,0,0,0,La Rioja,-28.0,-11.0,15.0,-36.0,-29.0,8.0,15,0.5,0.75,0.4,0.0,316798.0,5027.69,63.0106470367107
2355,ES-VC,2020-06-02,19,19,0,0,0,Comunitat Valenciana,-33.0,-14.0,10.0,-40.0,-34.0,11.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2356,ES-AN,2020-06-03,15,15,0,0,0,Andalucía,-33.0,-13.0,0.0,-40.0,-34.0,10.0,15,0.5,0.75,0.4,0.0,8414240.0,87588.45,96.06563422460381
2357,ES-AR,2020-06-03,7,7,0,0,0,Aragón,-39.0,-11.0,-2.0,-43.0,-34.0,13.0,15,0.5,0.75,0.4,0.0,1319291.0,47698.07,27.6592113685103
2358,ES-AS,2020-06-03,0,0,0,0,0,Principado de Asturias,-25.0,-1.0,57.0,-37.0,-31.0,8.0,15,0.5,0.75,0.4,0.0,1022800.0,10597.42,96.51405719505314
2359,ES-CB,2020-06-03,0,0,0,0,0,Cantabria,-32.0,-4.0,23.0,-33.0,-34.0,11.0,15,0.5,0.75,0.4,0.0,581078.0,5261.12,110.44758530503012
2360,ES-CE,2020-06-03,4,4,0,0,0,Ceuta,-47.0,-21.0,-6.0,-49.57142857142857,-35.0,10.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2361,ES-CL,2020-06-03,27,27,0,0,0,Castilla y León,-50.0,-15.0,2.0,-43.0,-37.0,12.0,10,0.4,0.5,0.3,0.0,2399548.0,93874.95,25.561110818168213
2362,ES-CM,2020-06-03,38,37,0,1,0,Castilla - La Mancha,-34.0,-8.0,2.0,-44.0,-33.0,11.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2363,ES-CN,2020-06-03,4,4,0,0,0,Canarias,-43.0,-18.0,-25.0,-46.0,-39.0,12.0,15,0.5,0.75,0.4,0.0,2153389.0,7445.1,289.2357389423916
2364,ES-CT,2020-06-03,127,101,0,26,0,Cataluña,-46.0,-10.0,-15.0,-43.0,-43.0,18.0,10,0.4,0.5,0.3,0.0,7675217.0,32109.05,239.0359415803333
2365,ES-EX,2020-06-03,6,0,6,0,0,Extremadura,-36.0,-11.0,5.0,-26.0,-29.0,8.0,15,0.5,0.75,0.4,0.0,1067710.0,41635.33,25.64432658513815
2366,ES-GA,2020-06-03,1,1,0,0,0,Galicia,-34.0,-5.0,20.0,-36.0,-31.0,11.0,15,0.5,0.75,0.4,0.0,2699499.0,29576.44,91.27193806962569
2367,ES-IB,2020-06-03,3,3,0,0,0,Illes Balears,-26.0,-8.0,49.0,-41.0,-31.0,10.0,15,0.5,0.75,0.4,0.0,1149460.0,4991.71,230.2737939503697
2368,ES-MC,2020-06-03,2,2,0,0,0,Murcia,-31.0,-8.0,12.0,-19.0,-30.0,9.0,15,0.5,0.75,0.4,0.0,1493898.0,11313.87,132.04129091106756
2369,ES-MD,2020-06-03,140,140,0,0,0,Comunidad de Madrid,-53.0,-10.0,11.0,-49.0,-53.0,21.0,10,0.4,0.5,0.3,0.0,6663394.0,8021.6,830.6814101924803
2370,ES-ML,2020-06-03,0,0,0,0,0,Melilla,-24.0,-17.0,12.0,-41.0,-33.0,11.0,15,0.5,0.75,0.4,0.0,86487.0,14.24,6073.525280898876
2371,ES-NC,2020-06-03,6,6,0,0,0,Comunidad Foral de Navarra,-33.0,-5.0,-13.0,-57.0,-33.0,13.0,15,0.5,0.75,0.4,0.0,654214.0,9801.01,66.74965131144647
2372,ES-PV,2020-06-03,10,7,0,0,3,País Vasco,-33.0,-5.0,17.0,-31.0,-35.0,14.0,15,0.5,0.75,0.4,0.0,2207776.0,7091.91,311.30908316659406
2373,ES-RI,2020-06-03,2,2,0,0,0,La Rioja,-37.0,-15.0,-18.0,-40.0,-31.0,12.0,15,0.5,0.75,0.4,0.0,316798.0,5027.69,63.0106470367107
2374,ES-VC,2020-06-03,11,11,0,0,0,Comunitat Valenciana,-31.0,-12.0,14.0,-38.0,-34.0,11.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2375,ES-AN,2020-06-04,5,5,0,0,0,Andalucía,-35.0,-14.0,-20.0,-44.0,-36.0,12.0,15,0.5,0.75,0.4,0.0,8414240.0,87588.45,96.06563422460381
2376,ES-AR,2020-06-04,10,10,0,0,0,Aragón,-30.0,-4.0,9.0,-38.0,-35.0,12.0,15,0.5,0.75,0.4,0.0,1319291.0,47698.07,27.6592113685103
2377,ES-AS,2020-06-04,0,0,0,0,0,Principado de Asturias,-33.0,-6.0,-11.0,-48.0,-34.0,12.0,15,0.5,0.75,0.4,0.0,1022800.0,10597.42,96.51405719505314
2378,ES-CB,2020-06-04,1,1,0,0,0,Cantabria,-41.0,-12.0,-27.0,-45.0,-36.0,14.0,15,0.5,0.75,0.4,0.0,581078.0,5261.12,110.44758530503012
2379,ES-CE,2020-06-04,0,0,0,0,0,Ceuta,-51.0,-23.0,-35.0,-48.89795918367347,-37.0,11.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2380,ES-CL,2020-06-04,27,25,0,2,0,Castilla y León,-47.0,-11.0,7.0,-41.0,-37.0,12.0,10,0.4,0.5,0.3,0.0,2399548.0,93874.95,25.561110818168213
2381,ES-CM,2020-06-04,37,31,0,6,0,Castilla - La Mancha,-38.0,-10.0,-16.0,-47.0,-35.0,13.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2382,ES-CN,2020-06-04,1,1,0,0,0,Canarias,-44.0,-19.0,-27.0,-46.0,-40.0,13.0,15,0.5,0.75,0.4,0.0,2153389.0,7445.1,289.2357389423916
2383,ES-CT,2020-06-04,127,93,0,34,0,Cataluña,-45.0,-8.0,-18.0,-42.0,-44.0,19.0,10,0.4,0.5,0.3,0.0,7675217.0,32109.05,239.0359415803333
2384,ES-EX,2020-06-04,4,3,1,0,0,Extremadura,-35.0,-11.0,1.0,-27.0,-31.0,8.0,15,0.5,0.75,0.4,0.0,1067710.0,41635.33,25.64432658513815
2385,ES-GA,2020-06-04,2,2,0,0,0,Galicia,-32.0,-4.0,28.0,-35.0,-32.0,10.0,15,0.5,0.75,0.4,0.0,2699499.0,29576.44,91.27193806962569
2386,ES-IB,2020-06-04,6,6,0,0,0,Illes Balears,-30.0,-9.0,4.0,-48.0,-31.0,12.0,15,0.5,0.75,0.4,0.0,1149460.0,4991.71,230.2737939503697
2387,ES-MC,2020-06-04,2,2,0,0,0,Murcia,-35.0,-9.0,-13.0,-26.0,-31.0,11.0,15,0.5,0.75,0.4,0.0,1493898.0,11313.87,132.04129091106756
2388,ES-MD,2020-06-04,93,93,0,0,0,Comunidad de Madrid,-55.0,-10.0,-3.0,-51.0,-54.0,22.0,10,0.4,0.5,0.3,0.0,6663394.0,8021.6,830.6814101924803
2389,ES-ML,2020-06-04,0,0,0,0,0,Melilla,-28.0,-14.0,8.0,-52.0,-33.0,11.0,15,0.5,0.75,0.4,0.0,86487.0,14.24,6073.525280898876
2390,ES-NC,2020-06-04,7,7,0,0,0,Comunidad Foral de Navarra,-29.0,0.0,-11.0,-52.0,-32.0,12.0,15,0.5,0.75,0.4,0.0,654214.0,9801.01,66.74965131144647
2391,ES-PV,2020-06-04,8,6,0,0,2,País Vasco,-40.0,-8.0,-33.0,-38.0,-36.0,15.0,15,0.5,0.75,0.4,0.0,2207776.0,7091.91,311.30908316659406
2392,ES-RI,2020-06-04,1,1,0,0,0,La Rioja,-28.0,-8.0,2.0,-37.0,-30.0,11.0,15,0.5,0.75,0.4,0.0,316798.0,5027.69,63.0106470367107
2393,ES-VC,2020-06-04,9,9,0,0,0,Comunitat Valenciana,-36.0,-15.0,-18.0,-44.0,-35.0,13.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2394,ES-AN,2020-06-05,12,12,0,0,0,Andalucía,-32.0,-14.0,-4.0,-42.0,-32.0,11.0,15,0.5,0.75,0.4,0.0,8414240.0,87588.45,96.06563422460381
2395,ES-AR,2020-06-05,6,6,0,0,0,Aragón,-31.0,-8.0,30.0,-36.0,-33.0,11.0,15,0.5,0.75,0.4,0.0,1319291.0,47698.07,27.6592113685103
2396,ES-AS,2020-06-05,2,2,0,0,0,Principado de Asturias,-27.0,-5.0,34.0,-39.0,-29.0,9.0,15,0.5,0.75,0.4,0.0,1022800.0,10597.42,96.51405719505314
2397,ES-CB,2020-06-05,2,2,0,0,0,Cantabria,-32.0,-9.0,13.0,-37.0,-32.0,12.0,15,0.5,0.75,0.4,0.0,581078.0,5261.12,110.44758530503012
2398,ES-CE,2020-06-05,0,0,0,0,0,Ceuta,-47.0,-23.0,-12.0,-48.224489795918366,-32.0,13.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2399,ES-CL,2020-06-05,35,35,0,0,0,Castilla y León,-46.0,-15.0,11.0,-42.0,-34.0,12.0,10,0.4,0.5,0.3,0.0,2399548.0,93874.95,25.561110818168213
2400,ES-CM,2020-06-05,34,33,0,1,0,Castilla - La Mancha,-36.0,-12.0,-1.0,-44.0,-30.0,12.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2401,ES-CN,2020-06-05,1,1,0,0,0,Canarias,-44.0,-21.0,-34.0,-50.0,-39.0,15.0,15,0.5,0.75,0.4,0.0,2153389.0,7445.1,289.2357389423916
2402,ES-CT,2020-06-05,169,146,0,23,0,Cataluña,-39.0,-7.0,9.0,-37.0,-41.0,17.0,10,0.4,0.5,0.3,0.0,7675217.0,32109.05,239.0359415803333
2403,ES-EX,2020-06-05,0,0,0,0,0,Extremadura,-35.0,-13.0,2.0,-30.0,-27.0,8.0,15,0.5,0.75,0.4,0.0,1067710.0,41635.33,25.64432658513815
2404,ES-GA,2020-06-05,4,4,0,0,0,Galicia,-33.0,-6.0,15.0,-40.0,-30.0,11.0,15,0.5,0.75,0.4,0.0,2699499.0,29576.44,91.27193806962569
2405,ES-IB,2020-06-05,1,1,0,0,0,Illes Balears,-23.0,-6.0,25.0,-44.0,-28.0,9.0,15,0.5,0.75,0.4,0.0,1149460.0,4991.71,230.2737939503697
2406,ES-MC,2020-06-05,1,1,0,0,0,Murcia,-31.0,-6.0,6.0,-27.0,-27.0,9.0,15,0.5,0.75,0.4,0.0,1493898.0,11313.87,132.04129091106756
2407,ES-MD,2020-06-05,116,116,0,0,0,Comunidad de Madrid,-52.0,-12.0,15.0,-48.0,-51.0,20.0,10,0.4,0.5,0.3,0.0,6663394.0,8021.6,830.6814101924803
2408,ES-ML,2020-06-05,0,0,0,0,0,Melilla,-26.0,-16.0,9.0,-55.0,-30.0,11.0,15,0.5,0.75,0.4,0.0,86487.0,14.24,6073.525280898876
2409,ES-NC,2020-06-05,6,6,0,0,0,Comunidad Foral de Navarra,-27.0,1.0,16.0,-50.0,-30.0,11.0,15,0.5,0.75,0.4,0.0,654214.0,9801.01,66.74965131144647
2410,ES-PV,2020-06-05,11,9,0,0,2,País Vasco,-29.0,-1.0,27.0,-24.0,-34.0,13.0,15,0.5,0.75,0.4,0.0,2207776.0,7091.91,311.30908316659406
2411,ES-RI,2020-06-05,2,2,0,0,0,La Rioja,-29.0,-8.0,14.0,-44.0,-29.0,9.0,15,0.5,0.75,0.4,0.0,316798.0,5027.69,63.0106470367107
2412,ES-VC,2020-06-05,8,8,0,0,0,Comunitat Valenciana,-30.0,-11.0,8.0,-41.0,-32.0,10.0,15,0.5,0.75,0.4,0.0,5003769.0,23261.91,215.10568134774832
2413,ES-AN,2020-06-06,4,4,0,0,0,Andalucía,-38.0,-15.0,-6.0,-35.0,-10.0,5.0,15,0.5,0.75,0.4,0.0,8414240.0,87588.45,96.06563422460381
2414,ES-AR,2020-06-06,6,6,0,0,0,Aragón,-39.0,-11.0,18.0,-36.0,-10.0,5.0,15,0.5,0.75,0.4,0.0,1319291.0,47698.07,27.6592113685103
2415,ES-AS,2020-06-06,2,2,0,0,0,Principado de Asturias,-40.0,-9.0,-8.0,-45.0,-11.0,8.0,15,0.5,0.75,0.4,0.0,1022800.0,10597.42,96.51405719505314
2416,ES-CB,2020-06-06,0,0,0,0,0,Cantabria,-42.0,-13.0,-23.0,-39.0,-16.0,9.0,15,0.5,0.75,0.4,0.0,581078.0,5261.12,110.44758530503012
2417,ES-CE,2020-06-06,0,0,0,0,0,Ceuta,-50.0,-18.0,2.0,-47.55102040816327,-14.0,12.0,15,0.5,0.75,0.4,0.0,84777.0,19.87,4266.582788122798
2418,ES-CL,2020-06-06,11,11,0,0,0,Castilla y León,-56.0,-19.0,-21.0,-43.0,-15.0,7.0,10,0.4,0.5,0.3,0.0,2399548.0,93874.95,25.561110818168213
2419,ES-CM,2020-06-06,14,14,0,0,0,Castilla - La Mancha,-41.0,-13.0,-9.0,-33.0,-8.0,6.0,15,0.5,0.75,0.4,0.0,2032863.0,79406.77,25.600625740097474
2420,ES-CN,2020-06-06,4,4,0,0,0,Canarias,-46.0,-23.0,-17.0,-53.0,-27.0,8.0,15,0.5,0.75,0.4,0.0,2153389.0,7445.1,289.2357389423916
2421,ES-CT,2020-06-06,65,63,0,2,0,Cataluña,-45.0,-13.0,10.0,-28.0,-15.0,9.0,10,0.4,0.5,0.3,0.0,7675217.0,32109.05,239.0359415803333
2422,ES-EX,2020-06-06,0,0,0,0,0,Extremadura,-39.0,-15.0,-3.0,-24.0,-4.0,4.0,15,0.5,0.75,0.4,0.0,1067710.0,41635.33,25.64432658513815
2423,ES-GA,2020-06-06,1,1,0,0,0,Galicia,-39.0,-9.0,-6.0,-39.0,-9.0,6.0,15,0.5,0.75,0.4,0.0,2699499.0,29576.44,91.27193806962569
2424,ES-IB,2020-06-06,2,2,0,0,0,Illes Balears,-28.0,-13.0,29.0,-42.0,-8.0,5.0,15,0.5,0.75,0.4,0.0,1149460.0,4991.71,230.2737939503697
2425,ES-MC,2020-06-06,3,3,0,0,0,Murcia,-36.0,-8.0,24.0,-24.0,-6.0,3.0,15,0.5,0.75,0.4,0.0,1493898.0,11313.87,132.04129091106756
2426,ES-MD,2020-06-06,63,63,0,0,0,Comunidad de Madrid,-57.0,-15.0,12.0,-40.0,-19.0,9.0,10,0.4,0.5,0.3,0.0,6663394.0,8021.6,830.6814101924803
2427,ES-ML,2020-06-06,0,0,0,0,0,Melilla,-26.0,-15.0,5.0,-54.0,-7.0,11.0,15,0.5,0.75,0.4,0.0,86487.0,14.24,6073.525280898876
